date,market_rate,base_rate,base_future,market_future
20101014,2.28,2.25,2.5,2.52
20101015,2.27,2.25,2.5,2.54
20101018,2.26,2.25,2.5,2.5
20101019,2.28,2.25,2.5,2.5
20101020,2.29,2.25,2.5,2.5
20101021,2.28,2.25,2.5,2.51
20101022,2.28,2.25,2.5,2.5
20101025,2.25,2.25,2.5,2.5
20101026,2.24,2.25,2.5,2.5
20101027,2.24,2.25,2.5,2.5
20101028,2.24,2.25,2.5,2.52
20101029,2.26,2.25,2.5,2.52
20101101,2.24,2.25,2.5,2.51
20101102,2.23,2.25,2.5,2.5
20101103,2.24,2.25,2.5,2.5
20101104,2.24,2.25,2.5,2.49
20101105,2.24,2.25,2.5,2.49
20101108,2.24,2.25,2.5,2.5
20101109,2.27,2.25,2.5,2.49
20101110,2.26,2.25,2.5,2.5
20101111,2.24,2.25,2.5,2.52
20101112,2.24,2.25,2.5,2.53
20101115,2.24,2.25,2.5,2.5
20101116,2.49,2.5,2.5,2.5
20101117,2.5,2.5,2.5,2.5
20101118,2.5,2.5,2.5,2.49
20101119,2.5,2.5,2.5,2.49
20101122,2.51,2.5,2.5,2.49
20101123,2.52,2.5,2.5,2.51
20101124,2.54,2.5,2.5,2.49
20101125,2.5,2.5,2.5,2.5
20101126,2.5,2.5,2.5,2.49
20101129,2.5,2.5,2.5,2.49
20101130,2.51,2.5,2.5,2.49
20101201,2.5,2.5,2.5,2.49
20101202,2.5,2.5,2.5,2.5
20101203,2.5,2.5,2.5,2.5
20101206,2.5,2.5,2.75,2.74
20101207,2.52,2.5,2.75,2.74
20101208,2.52,2.5,2.75,2.74
20101209,2.51,2.5,2.75,2.76
20101210,2.5,2.5,2.75,2.77
20101213,2.5,2.5,2.75,2.75
20101214,2.49,2.5,2.75,2.75
20101215,2.49,2.5,2.75,2.75
20101216,2.5,2.5,2.75,2.75
20101217,2.49,2.5,2.75,2.74
20101220,2.5,2.5,2.75,2.74
20101221,2.52,2.5,2.75,2.74
20101222,2.53,2.5,2.75,2.75
20101223,2.5,2.5,2.75,2.75
20101224,2.5,2.5,2.75,2.75
20101227,2.5,2.5,2.75,2.78
20101228,2.49,2.5,2.75,2.77
20101229,2.49,2.5,2.75,2.75
20101230,2.49,2.5,2.75,2.75
20101231,2.51,2.5,2.75,2.75
20110103,2.49,2.5,2.75,2.74
20110104,2.5,2.5,2.75,2.75
20110105,2.49,2.5,2.75,2.75
20110106,2.49,2.5,2.75,2.75
20110107,2.49,2.5,2.75,2.75
20110110,2.49,2.5,2.75,2.75
20110111,2.5,2.5,2.75,2.75
20110112,2.5,2.5,2.75,2.76
20110113,2.74,2.75,2.75,2.76
20110114,2.74,2.75,2.75,2.76
20110117,2.74,2.75,2.75,2.75
20110118,2.76,2.75,2.75,2.75
20110119,2.77,2.75,2.75,2.75
20110120,2.75,2.75,2.75,2.76
20110121,2.75,2.75,2.75,2.75
20110124,2.75,2.75,2.75,2.75
20110125,2.75,2.75,3.0,2.99
20110126,2.74,2.75,3.0,2.97
20110127,2.74,2.75,3.0,2.96
20110128,2.74,2.75,3.0,2.99
20110131,2.75,2.75,3.0,3.0
20110201,2.75,2.75,3.0,2.99
20110207,2.75,2.75,3.0,2.99
20110208,2.78,2.75,3.0,2.99
20110209,2.77,2.75,3.0,3.01
20110210,2.75,2.75,3.0,3.02
20110211,2.75,2.75,3.0,3.0
20110214,2.75,2.75,3.0,2.99
20110215,2.74,2.75,3.0,2.99
20110216,2.75,2.75,3.0,2.98
20110217,2.75,2.75,3.0,2.98
20110218,2.75,2.75,3.0,2.99
20110221,2.75,2.75,3.0,2.98
20110222,2.75,2.75,3.0,2.99
20110223,2.75,2.75,3.0,3.03
20110224,2.76,2.75,3.0,3.04
20110225,2.76,2.75,3.0,3.01
20110228,2.76,2.75,3.0,3.01
20110302,2.75,2.75,3.0,3.01
20110303,2.75,2.75,3.0,3.0
20110304,2.75,2.75,3.0,3.01
20110307,2.76,2.75,3.0,3.01
20110308,2.75,2.75,3.0,3.01
20110309,2.75,2.75,3.0,3.0
20110310,2.99,3.0,3.0,3.03
20110311,2.97,3.0,3.0,3.04
20110314,2.96,3.0,3.0,3.02
20110315,2.99,3.0,3.0,3.02
20110316,3.0,3.0,3.0,3.02
20110317,2.99,3.0,3.0,3.02
20110318,2.99,3.0,3.0,3.01
20110321,2.99,3.0,3.0,3.01
20110322,3.01,3.0,3.0,3.02
20110323,3.02,3.0,3.0,3.01
20110324,3.0,3.0,3.0,3.01
20110325,2.99,3.0,3.0,3.01
20110328,2.99,3.0,3.0,3.01
20110329,2.98,3.0,3.0,3.05
20110330,2.98,3.0,3.0,3.03
20110331,2.99,3.0,3.0,3.02
20110401,2.98,3.0,3.0,3.02
20110404,2.99,3.0,3.0,3.03
20110405,3.03,3.0,3.0,3.03
20110406,3.04,3.0,3.0,3.03
20110407,3.01,3.0,3.0,3.02
20110408,3.01,3.0,3.0,3.02
20110411,3.01,3.0,3.0,3.02
20110412,3.0,3.0,3.0,3.06
20110413,3.01,3.0,3.0,3.05
20110414,3.01,3.0,3.0,3.02
20110415,3.01,3.0,3.0,3.03
20110418,3.0,3.0,3.0,3.03
20110419,3.03,3.0,3.0,3.03
20110420,3.04,3.0,3.0,3.02
20110421,3.02,3.0,3.0,3.02
20110422,3.02,3.0,3.0,3.0
20110425,3.02,3.0,3.0,3.04
20110426,3.02,3.0,3.0,3.01
20110427,3.01,3.0,3.0,3.02
20110428,3.01,3.0,3.25,3.26
20110429,3.02,3.0,3.25,3.26
20110502,3.01,3.0,3.25,3.27
20110503,3.01,3.0,3.25,3.26
20110504,3.01,3.0,3.25,3.26
20110506,3.01,3.0,3.25,3.26
20110509,3.05,3.0,3.25,3.26
20110511,3.03,3.0,3.25,3.29
20110512,3.02,3.0,3.25,3.29
20110513,3.02,3.0,3.25,3.26
20110516,3.03,3.0,3.25,3.26
20110517,3.03,3.0,3.25,3.26
20110518,3.03,3.0,3.25,3.26
20110519,3.02,3.0,3.25,3.26
20110520,3.02,3.0,3.25,3.28
20110523,3.02,3.0,3.25,3.26
20110524,3.06,3.0,3.25,3.26
20110525,3.05,3.0,3.25,3.3
20110526,3.02,3.0,3.25,3.27
20110527,3.03,3.0,3.25,3.26
20110530,3.03,3.0,3.25,3.26
20110531,3.03,3.0,3.25,3.26
20110601,3.02,3.0,3.25,3.26
20110602,3.02,3.0,3.25,3.26
20110603,3.0,3.0,3.25,3.27
20110607,3.04,3.0,3.25,3.26
20110608,3.01,3.0,3.25,3.26
20110609,3.02,3.0,3.25,3.26
20110610,3.26,3.25,3.25,3.27
20110613,3.26,3.25,3.25,3.26
20110614,3.27,3.25,3.25,3.26
20110615,3.26,3.25,3.25,3.26
20110616,3.26,3.25,3.25,3.26
20110617,3.26,3.25,3.25,3.26
20110620,3.26,3.25,3.25,3.26
20110621,3.29,3.25,3.25,3.27
20110622,3.29,3.25,3.25,3.26
20110623,3.26,3.25,3.25,3.26
20110624,3.26,3.25,3.25,3.25
20110627,3.26,3.25,3.25,3.25
20110628,3.26,3.25,3.25,3.26
20110629,3.26,3.25,3.25,3.25
20110630,3.28,3.25,3.25,3.31
20110701,3.26,3.25,3.25,3.29
20110704,3.26,3.25,3.25,3.25
20110705,3.3,3.25,3.25,3.24
20110706,3.27,3.25,3.25,3.22
20110707,3.26,3.25,3.25,3.2
20110708,3.26,3.25,3.25,3.22
20110711,3.26,3.25,3.25,3.23
20110712,3.26,3.25,3.25,3.2
20110713,3.26,3.25,3.25,3.25
20110714,3.27,3.25,3.25,3.26
20110715,3.26,3.25,3.25,3.26
20110718,3.26,3.25,3.25,3.26
20110719,3.26,3.25,3.25,3.26
20110720,3.27,3.25,3.25,3.26
20110721,3.26,3.25,3.25,3.27
20110722,3.26,3.25,3.25,3.26
20110725,3.26,3.25,3.25,3.26
20110726,3.26,3.25,3.25,3.26
20110727,3.26,3.25,3.25,3.25
20110728,3.26,3.25,3.25,3.23
20110729,3.27,3.25,3.25,3.27
20110801,3.26,3.25,3.25,3.25
20110802,3.26,3.25,3.25,3.26
20110803,3.25,3.25,3.25,3.26
20110804,3.25,3.25,3.25,3.25
20110805,3.26,3.25,3.25,3.24
20110808,3.25,3.25,3.25,3.27
20110809,3.31,3.25,3.25,3.28
20110810,3.29,3.25,3.25,3.25
20110811,3.25,3.25,3.25,3.23
20110812,3.24,3.25,3.25,3.24
20110816,3.22,3.25,3.25,3.24
20110817,3.2,3.25,3.25,3.26
20110818,3.22,3.25,3.25,3.26
20110819,3.23,3.25,3.25,3.28
20110822,3.2,3.25,3.25,3.25
20110823,3.25,3.25,3.25,3.23
20110824,3.26,3.25,3.25,3.25
20110825,3.26,3.25,3.25,3.25
20110826,3.26,3.25,3.25,3.25
20110829,3.26,3.25,3.25,3.24
20110830,3.26,3.25,3.25,3.24
20110831,3.27,3.25,3.25,3.24
20110901,3.26,3.25,3.25,3.24
20110902,3.26,3.25,3.25,3.22
20110905,3.26,3.25,3.25,3.27
20110906,3.25,3.25,3.25,3.26
20110907,3.23,3.25,3.25,3.25
20110908,3.27,3.25,3.25,3.23
20110909,3.25,3.25,3.25,3.24
20110914,3.26,3.25,3.25,3.24
20110915,3.26,3.25,3.25,3.23
20110916,3.25,3.25,3.25,3.23
20110919,3.24,3.25,3.25,3.23
20110920,3.27,3.25,3.25,3.26
20110921,3.28,3.25,3.25,3.25
20110922,3.25,3.25,3.25,3.25
20110923,3.23,3.25,3.25,3.25
20110926,3.24,3.25,3.25,3.25
20110927,3.24,3.25,3.25,3.26
20110928,3.26,3.25,3.25,3.27
20110929,3.26,3.25,3.25,3.28
20110930,3.28,3.25,3.25,3.26
20111004,3.25,3.25,3.25,3.25
20111005,3.23,3.25,3.25,3.25
20111006,3.25,3.25,3.25,3.26
20111007,3.25,3.25,3.25,3.26
20111010,3.25,3.25,3.25,3.26
20111011,3.24,3.25,3.25,3.26
20111012,3.24,3.25,3.25,3.26
20111013,3.24,3.25,3.25,3.27
20111014,3.24,3.25,3.25,3.26
20111017,3.22,3.25,3.25,3.26
20111018,3.27,3.25,3.25,3.26
20111019,3.26,3.25,3.25,3.26
20111020,3.25,3.25,3.25,3.25
20111021,3.23,3.25,3.25,3.27
20111024,3.24,3.25,3.25,3.26
20111025,3.24,3.25,3.25,3.25
20111026,3.23,3.25,3.25,3.25
20111027,3.23,3.25,3.25,3.27
20111028,3.23,3.25,3.25,3.26
20111031,3.26,3.25,3.25,3.26
20111101,3.25,3.25,3.25,3.25
20111102,3.25,3.25,3.25,3.26
20111103,3.25,3.25,3.25,3.26
20111104,3.25,3.25,3.25,3.25
20111107,3.26,3.25,3.25,3.26
20111108,3.27,3.25,3.25,3.25
20111109,3.28,3.25,3.25,3.26
20111110,3.26,3.25,3.25,3.28
20111111,3.25,3.25,3.25,3.3
20111114,3.25,3.25,3.25,3.26
20111115,3.26,3.25,3.25,3.26
20111116,3.26,3.25,3.25,3.26
20111117,3.26,3.25,3.25,3.26
20111118,3.26,3.25,3.25,3.28
20111121,3.26,3.25,3.25,3.27
20111122,3.27,3.25,3.25,3.29
20111123,3.26,3.25,3.25,3.25
20111124,3.26,3.25,3.25,3.25
20111125,3.26,3.25,3.25,3.24
20111128,3.26,3.25,3.25,3.25
20111129,3.25,3.25,3.25,3.25
20111130,3.27,3.25,3.25,3.25
20111201,3.26,3.25,3.25,3.28
20111202,3.25,3.25,3.25,3.28
20111205,3.25,3.25,3.25,3.25
20111206,3.27,3.25,3.25,3.25
20111207,3.26,3.25,3.25,3.26
20111208,3.26,3.25,3.25,3.26
20111209,3.25,3.25,3.25,3.26
20111212,3.26,3.25,3.25,3.27
20111213,3.26,3.25,3.25,3.27
20111214,3.25,3.25,3.25,3.23
20111215,3.26,3.25,3.25,3.26
20111216,3.25,3.25,3.25,3.26
20111219,3.26,3.25,3.25,3.27
20111220,3.28,3.25,3.25,3.27
20111221,3.3,3.25,3.25,3.26
20111222,3.26,3.25,3.25,3.25
20111223,3.26,3.25,3.25,3.25
20111226,3.26,3.25,3.25,3.24
20111227,3.26,3.25,3.25,3.28
20111228,3.28,3.25,3.25,3.27
20111229,3.27,3.25,3.25,3.25
20111230,3.29,3.25,3.25,3.25
20120102,3.25,3.25,3.25,3.25
20120103,3.25,3.25,3.25,3.25
20120104,3.24,3.25,3.25,3.25
20120105,3.25,3.25,3.25,3.25
20120106,3.25,3.25,3.25,3.25
20120109,3.25,3.25,3.25,3.26
20120110,3.28,3.25,3.25,3.25
20120111,3.28,3.25,3.25,3.25
20120112,3.25,3.25,3.25,3.25
20120113,3.25,3.25,3.25,3.25
20120116,3.26,3.25,3.25,3.25
20120117,3.26,3.25,3.25,3.25
20120118,3.26,3.25,3.25,3.26
20120119,3.27,3.25,3.25,3.25
20120120,3.27,3.25,3.25,3.24
20120125,3.23,3.25,3.25,3.25
20120126,3.26,3.25,3.25,3.22
20120127,3.26,3.25,3.25,3.26
20120130,3.27,3.25,3.25,3.25
20120131,3.27,3.25,3.25,3.25
20120201,3.26,3.25,3.25,3.25
20120202,3.25,3.25,3.25,3.25
20120203,3.25,3.25,3.25,3.25
20120206,3.24,3.25,3.25,3.25
20120207,3.28,3.25,3.25,3.25
20120208,3.27,3.25,3.25,3.25
20120209,3.25,3.25,3.25,3.25
20120210,3.25,3.25,3.25,3.25
20120213,3.25,3.25,3.25,3.25
20120214,3.25,3.25,3.25,3.25
20120215,3.25,3.25,3.25,3.25
20120216,3.25,3.25,3.25,3.24
20120217,3.25,3.25,3.25,3.23
20120220,3.26,3.25,3.25,3.24
20120221,3.25,3.25,3.25,3.24
20120222,3.25,3.25,3.25,3.24
20120223,3.25,3.25,3.25,3.22
20120224,3.25,3.25,3.25,3.24
20120227,3.25,3.25,3.25,3.27
20120228,3.25,3.25,3.25,3.25
20120229,3.26,3.25,3.25,3.23
20120302,3.25,3.25,3.25,3.24
20120305,3.24,3.25,3.25,3.24
20120306,3.25,3.25,3.25,3.24
20120307,3.22,3.25,3.25,3.24
20120308,3.26,3.25,3.25,3.24
20120309,3.25,3.25,3.25,3.24
20120312,3.25,3.25,3.25,3.25
20120313,3.25,3.25,3.25,3.25
20120314,3.25,3.25,3.25,3.26
20120315,3.25,3.25,3.25,3.26
20120316,3.25,3.25,3.25,3.26
20120319,3.25,3.25,3.25,3.26
20120320,3.25,3.25,3.25,3.26
20120321,3.25,3.25,3.25,3.25
20120322,3.25,3.25,3.25,3.25
20120323,3.25,3.25,3.25,3.24
20120326,3.25,3.25,3.25,3.24
20120327,3.25,3.25,3.25,3.29
20120328,3.24,3.25,3.25,3.28
20120329,3.23,3.25,3.25,3.26
20120330,3.24,3.25,3.25,3.25
20120402,3.24,3.25,3.25,3.26
20120403,3.24,3.25,3.25,3.26
20120404,3.22,3.25,3.25,3.26
20120405,3.24,3.25,3.25,3.26
20120406,3.27,3.25,3.25,3.26
20120409,3.25,3.25,3.25,3.26
20120410,3.23,3.25,3.25,3.26
20120412,3.24,3.25,3.25,3.26
20120413,3.24,3.25,3.25,3.26
20120416,3.24,3.25,3.25,3.26
20120417,3.24,3.25,3.25,3.26
20120418,3.24,3.25,3.25,3.26
20120419,3.24,3.25,3.25,3.27
20120420,3.25,3.25,3.25,3.25
20120423,3.25,3.25,3.25,3.27
20120424,3.26,3.25,3.25,3.27
20120425,3.26,3.25,3.25,3.26
20120426,3.26,3.25,3.25,3.26
20120427,3.26,3.25,3.25,3.26
20120430,3.26,3.25,3.25,3.26
20120502,3.25,3.25,3.25,3.26
20120503,3.25,3.25,3.25,3.26
20120504,3.24,3.25,3.25,3.26
20120507,3.24,3.25,3.25,3.26
20120508,3.29,3.25,3.25,3.25
20120509,3.28,3.25,3.25,3.26
20120510,3.26,3.25,3.25,3.26
20120511,3.25,3.25,3.25,3.26
20120514,3.26,3.25,3.25,3.25
20120515,3.26,3.25,3.25,3.25
20120516,3.26,3.25,3.25,3.24
20120517,3.26,3.25,3.25,3.25
20120518,3.26,3.25,3.25,3.26
20120521,3.26,3.25,3.25,3.25
20120522,3.26,3.25,3.25,3.25
20120523,3.26,3.25,3.25,3.25
20120524,3.26,3.25,3.25,3.25
20120525,3.26,3.25,3.25,3.25
20120529,3.26,3.25,3.25,3.25
20120530,3.26,3.25,3.25,3.29
20120531,3.27,3.25,3.25,3.25
20120601,3.25,3.25,3.0,3.0
20120604,3.27,3.25,3.0,3.0
20120605,3.27,3.25,3.0,3.01
20120607,3.26,3.25,3.0,3.01
20120608,3.26,3.25,3.0,3.0
20120611,3.26,3.25,3.0,3.01
20120612,3.26,3.25,3.0,3.0
20120613,3.26,3.25,3.0,3.0
20120614,3.26,3.25,3.0,3.0
20120615,3.26,3.25,3.0,3.01
20120618,3.26,3.25,3.0,3.0
20120619,3.25,3.25,3.0,3.0
20120620,3.26,3.25,3.0,3.0
20120621,3.26,3.25,3.0,3.02
20120622,3.26,3.25,3.0,3.0
20120625,3.25,3.25,3.0,2.99
20120626,3.25,3.25,3.0,3.0
20120627,3.24,3.25,3.0,2.99
20120628,3.25,3.25,3.0,2.99
20120629,3.26,3.25,3.0,2.99
20120702,3.25,3.25,3.0,3.0
20120703,3.25,3.25,3.0,2.99
20120704,3.25,3.25,3.0,2.99
20120705,3.25,3.25,3.0,3.0
20120706,3.25,3.25,3.0,3.0
20120709,3.25,3.25,3.0,2.99
20120710,3.29,3.25,3.0,2.99
20120711,3.25,3.25,3.0,3.0
20120712,3.0,3.0,3.0,3.0
20120713,3.0,3.0,3.0,3.0
20120716,3.01,3.0,3.0,3.0
20120717,3.01,3.0,3.0,2.99
20120718,3.0,3.0,3.0,3.0
20120719,3.01,3.0,3.0,3.0
20120720,3.0,3.0,3.0,3.0
20120723,3.0,3.0,3.0,3.01
20120724,3.0,3.0,3.0,3.0
20120725,3.01,3.0,3.0,3.01
20120726,3.0,3.0,3.0,3.0
20120727,3.0,3.0,3.0,3.0
20120730,3.0,3.0,3.0,3.01
20120731,3.02,3.0,3.0,2.99
20120801,3.0,3.0,3.0,2.99
20120802,2.99,3.0,3.0,2.99
20120803,3.0,3.0,3.0,2.99
20120806,2.99,3.0,3.0,2.99
20120807,2.99,3.0,3.0,2.99
20120808,2.99,3.0,3.0,2.99
20120809,3.0,3.0,3.0,2.99
20120810,2.99,3.0,3.0,3.0
20120813,2.99,3.0,3.0,3.0
20120814,3.0,3.0,3.0,3.0
20120816,3.0,3.0,3.0,2.99
20120817,2.99,3.0,3.0,2.99
20120820,2.99,3.0,3.0,2.99
20120821,3.0,3.0,3.0,3.01
20120822,3.0,3.0,3.0,2.99
20120823,3.0,3.0,3.0,3.01
20120824,3.0,3.0,3.0,3.0
20120827,2.99,3.0,3.0,2.99
20120828,3.0,3.0,3.0,3.0
20120829,3.0,3.0,3.0,3.03
20120830,3.0,3.0,2.75,2.75
20120831,3.01,3.0,2.75,2.75
20120903,3.0,3.0,2.75,2.75
20120904,3.01,3.0,2.75,2.75
20120905,3.0,3.0,2.75,2.75
20120906,3.0,3.0,2.75,2.75
20120907,3.01,3.0,2.75,2.75
20120910,2.99,3.0,2.75,2.74
20120911,2.99,3.0,2.75,2.74
20120912,2.99,3.0,2.75,2.74
20120913,2.99,3.0,2.75,2.75
20120914,2.99,3.0,2.75,2.74
20120917,2.99,3.0,2.75,2.74
20120918,2.99,3.0,2.75,2.74
20120919,2.99,3.0,2.75,2.75
20120920,3.0,3.0,2.75,2.75
20120921,3.0,3.0,2.75,2.75
20120924,3.0,3.0,2.75,2.75
20120925,2.99,3.0,2.75,2.76
20120926,2.99,3.0,2.75,2.76
20120927,2.99,3.0,2.75,2.75
20120928,3.01,3.0,2.75,2.75
20121002,2.99,3.0,2.75,2.76
20121004,3.01,3.0,2.75,2.76
20121005,3.0,3.0,2.75,2.76
20121008,2.99,3.0,2.75,2.76
20121009,3.0,3.0,2.75,2.75
20121010,3.03,3.0,2.75,2.75
20121011,2.75,2.75,2.75,2.76
20121012,2.75,2.75,2.75,2.76
20121015,2.75,2.75,2.75,2.76
20121016,2.75,2.75,2.75,2.75
20121017,2.75,2.75,2.75,2.75
20121018,2.75,2.75,2.75,2.75
20121019,2.75,2.75,2.75,2.75
20121022,2.74,2.75,2.75,2.76
20121023,2.74,2.75,2.75,2.77
20121024,2.74,2.75,2.75,2.75
20121025,2.75,2.75,2.75,2.78
20121026,2.74,2.75,2.75,2.74
20121029,2.74,2.75,2.75,2.75
20121030,2.74,2.75,2.75,2.76
20121031,2.75,2.75,2.75,2.75
20121101,2.75,2.75,2.75,2.75
20121102,2.75,2.75,2.75,2.75
20121105,2.75,2.75,2.75,2.75
20121106,2.76,2.75,2.75,2.75
20121107,2.76,2.75,2.75,2.75
20121108,2.75,2.75,2.75,2.75
20121109,2.75,2.75,2.75,2.75
20121112,2.76,2.75,2.75,2.75
20121113,2.76,2.75,2.75,2.76
20121114,2.76,2.75,2.75,2.75
20121115,2.76,2.75,2.75,2.75
20121116,2.75,2.75,2.75,2.75
20121119,2.75,2.75,2.75,2.77
20121120,2.76,2.75,2.75,2.77
20121121,2.76,2.75,2.75,2.77
20121122,2.76,2.75,2.75,2.76
20121123,2.75,2.75,2.75,2.76
20121126,2.75,2.75,2.75,2.76
20121127,2.75,2.75,2.75,2.77
20121128,2.75,2.75,2.75,2.76
20121129,2.76,2.75,2.75,2.76
20121130,2.77,2.75,2.75,2.75
20121203,2.75,2.75,2.75,2.76
20121204,2.78,2.75,2.75,2.75
20121205,2.74,2.75,2.75,2.75
20121206,2.75,2.75,2.75,2.75
20121207,2.76,2.75,2.75,2.76
20121210,2.75,2.75,2.75,2.75
20121211,2.75,2.75,2.75,2.75
20121212,2.75,2.75,2.75,2.75
20121213,2.75,2.75,2.75,2.75
20121214,2.75,2.75,2.75,2.75
20121217,2.75,2.75,2.75,2.75
20121218,2.75,2.75,2.75,2.75
20121220,2.75,2.75,2.75,2.76
20121221,2.75,2.75,2.75,2.75
20121224,2.76,2.75,2.75,2.75
20121226,2.75,2.75,2.75,2.73
20121227,2.75,2.75,2.75,2.72
20121228,2.75,2.75,2.75,2.74
20121231,2.77,2.75,2.75,2.74
20130102,2.77,2.75,2.75,2.75
20130103,2.77,2.75,2.75,2.75
20130104,2.76,2.75,2.75,2.75
20130107,2.76,2.75,2.75,2.75
20130108,2.76,2.75,2.75,2.74
20130109,2.77,2.75,2.75,2.75
20130110,2.76,2.75,2.75,2.75
20130111,2.76,2.75,2.75,2.76
20130114,2.75,2.75,2.75,2.75
20130115,2.76,2.75,2.75,2.76
20130116,2.75,2.75,2.75,2.75
20130117,2.75,2.75,2.75,2.75
20130118,2.75,2.75,2.75,2.76
20130121,2.76,2.75,2.75,2.76
20130122,2.75,2.75,2.75,2.74
20130123,2.75,2.75,2.75,2.74
20130124,2.75,2.75,2.75,2.76
20130125,2.75,2.75,2.75,2.75
20130128,2.75,2.75,2.75,2.75
20130129,2.75,2.75,2.75,2.75
20130130,2.75,2.75,2.75,2.74
20130131,2.76,2.75,2.75,2.74
20130201,2.75,2.75,2.75,2.74
20130204,2.75,2.75,2.75,2.74
20130205,2.73,2.75,2.75,2.74
20130206,2.72,2.75,2.75,2.74
20130207,2.74,2.75,2.75,2.74
20130208,2.74,2.75,2.75,2.74
20130212,2.75,2.75,2.75,2.74
20130213,2.75,2.75,2.75,2.74
20130214,2.75,2.75,2.75,2.74
20130215,2.75,2.75,2.75,2.74
20130218,2.74,2.75,2.75,2.75
20130219,2.75,2.75,2.75,2.74
20130220,2.75,2.75,2.75,2.74
20130221,2.76,2.75,2.75,2.74
20130222,2.75,2.75,2.75,2.74
20130225,2.76,2.75,2.75,2.74
20130226,2.75,2.75,2.75,2.74
20130227,2.75,2.75,2.75,2.75
20130228,2.76,2.75,2.75,2.75
20130304,2.76,2.75,2.75,2.74
20130305,2.74,2.75,2.75,2.73
20130306,2.74,2.75,2.75,2.74
20130307,2.76,2.75,2.75,2.74
20130308,2.75,2.75,2.75,2.74
20130311,2.75,2.75,2.75,2.74
20130312,2.75,2.75,2.75,2.75
20130313,2.74,2.75,2.75,2.75
20130314,2.74,2.75,2.75,2.75
20130315,2.74,2.75,2.75,2.75
20130318,2.74,2.75,2.75,2.76
20130319,2.74,2.75,2.75,2.76
20130320,2.74,2.75,2.75,2.76
20130321,2.74,2.75,2.75,2.78
20130322,2.74,2.75,2.75,2.76
20130325,2.74,2.75,2.75,2.76
20130326,2.74,2.75,2.75,2.76
20130327,2.74,2.75,2.75,2.76
20130328,2.74,2.75,2.75,2.77
20130329,2.75,2.75,2.5,2.51
20130401,2.74,2.75,2.5,2.51
20130402,2.74,2.75,2.5,2.51
20130403,2.74,2.75,2.5,2.51
20130404,2.74,2.75,2.5,2.51
20130405,2.74,2.75,2.5,2.51
20130408,2.74,2.75,2.5,2.5
20130409,2.75,2.75,2.5,2.5
20130410,2.75,2.75,2.5,2.5
20130411,2.74,2.75,2.5,2.5
20130412,2.73,2.75,2.5,2.5
20130415,2.74,2.75,2.5,2.5
20130416,2.74,2.75,2.5,2.5
20130417,2.74,2.75,2.5,2.49
20130418,2.74,2.75,2.5,2.49
20130419,2.75,2.75,2.5,2.5
20130422,2.75,2.75,2.5,2.49
20130423,2.75,2.75,2.5,2.52
20130424,2.75,2.75,2.5,2.48
20130425,2.76,2.75,2.5,2.5
20130426,2.76,2.75,2.5,2.49
20130429,2.76,2.75,2.5,2.49
20130430,2.78,2.75,2.5,2.49
20130502,2.76,2.75,2.5,2.49
20130503,2.76,2.75,2.5,2.49
20130506,2.76,2.75,2.5,2.49
20130507,2.76,2.75,2.5,2.49
20130508,2.77,2.75,2.5,2.49
20130509,2.51,2.5,2.5,2.49
20130510,2.51,2.5,2.5,2.49
20130513,2.51,2.5,2.5,2.49
20130514,2.51,2.5,2.5,2.49
20130515,2.51,2.5,2.5,2.49
20130516,2.51,2.5,2.5,2.5
20130520,2.5,2.5,2.5,2.5
20130521,2.5,2.5,2.5,2.49
20130522,2.5,2.5,2.5,2.49
20130523,2.5,2.5,2.5,2.48
20130524,2.5,2.5,2.5,2.45
20130527,2.5,2.5,2.5,2.42
20130528,2.5,2.5,2.5,2.35
20130529,2.49,2.5,2.5,2.34
20130530,2.49,2.5,2.5,2.36
20130531,2.5,2.5,2.5,2.48
20130603,2.49,2.5,2.5,2.48
20130604,2.52,2.5,2.5,2.48
20130605,2.48,2.5,2.5,2.48
20130607,2.5,2.5,2.5,2.48
20130610,2.49,2.5,2.5,2.48
20130611,2.49,2.5,2.5,2.49
20130612,2.49,2.5,2.5,2.49
20130613,2.49,2.5,2.5,2.48
20130614,2.49,2.5,2.5,2.49
20130617,2.49,2.5,2.5,2.5
20130618,2.49,2.5,2.5,2.5
20130619,2.49,2.5,2.5,2.51
20130620,2.49,2.5,2.5,2.51
20130621,2.49,2.5,2.5,2.53
20130624,2.49,2.5,2.5,2.52
20130625,2.49,2.5,2.5,2.49
20130626,2.49,2.5,2.5,2.49
20130627,2.5,2.5,2.5,2.5
20130628,2.5,2.5,2.5,2.48
20130701,2.49,2.5,2.5,2.49
20130702,2.49,2.5,2.5,2.49
20130703,2.48,2.5,2.5,2.5
20130704,2.45,2.5,2.5,2.5
20130705,2.42,2.5,2.5,2.5
20130708,2.35,2.5,2.5,2.5
20130709,2.34,2.5,2.5,2.5
20130710,2.36,2.5,2.5,2.5
20130711,2.48,2.5,2.5,2.5
20130712,2.48,2.5,2.5,2.5
20130715,2.48,2.5,2.5,2.5
20130716,2.48,2.5,2.5,2.5
20130717,2.48,2.5,2.5,2.5
20130718,2.48,2.5,2.5,2.5
20130719,2.49,2.5,2.5,2.5
20130722,2.49,2.5,2.5,2.51
20130723,2.48,2.5,2.5,2.51
20130724,2.49,2.5,2.5,2.51
20130725,2.5,2.5,2.5,2.5
20130726,2.5,2.5,2.5,2.5
20130729,2.51,2.5,2.5,2.5
