date,doc_id,sentence_id,original_sentence
Unknown Date,080923_대우증권_1.txt,8,유가가 120달러까지 상승하는 등 잊혀져 가던 인플레 공포가 재엄습 하고 부실채권 정리만으로 신용위기가 쉽게 가라앉지 않을 것 같다는 전망이 나오고 있어 금일 채권시장은 약세가 깊어질 것으로 판단 됨.
Unknown Date,080924_대우증권_1.txt,1,국고채 3년 만기 금리는 3bp 상승한 588% 5년 만기 금리는 1bp 상승한 591%로 마감 .
Unknown Date,080924_대우증권_1.txt,2,전일 채권시장은 유가가 급등하고 글로벌 달러 약세 속에서도 원화 환율은 상승하는 등 인플레 우려가 지속되며 10bp 가량 갭 상승 출 발.
Unknown Date,080924_대우증권_1.txt,3,유가 급등이 상당부분 유가선물 만기를 앞둔 숏커버링 영향으로 진행된 것이라 장중 시간외 거래에서는 108$대로 떨어졌지만 콜시 장에서 증권사만 높은 금리를 적용 받고 있어 증권사 유동성 리스크는 여전함을 확인해 쉽사리 하락하지는 못했음.
Unknown Date,080924_대우증권_1.txt,4,재정부 장관이 금융 회사와 외화 유동성 문제에 대해 한은과 함께 적극 대처할 것이라고 밝혔으나 상승세는 꺾이지 않았음.
Unknown Date,080924_대우증권_1.txt,5,그러나 장 후반 파워스프레드 발 행 소식이 전해지고 저가 매수세가 유입되며 금리는 상승폭을 줄이며 소폭 상승 마감.
Unknown Date,080924_대우증권_1.txt,6,유가는 13달러 이상 급락하고 버냉키와 폴슨의 의회 발언에도 구제금융안 의회통과가 지연되자 미 금리는 소폭 하락.
Unknown Date,080924_대우증권_1.txt,7,전일 시장을 불안 하게 했던 요인 중 하나인 유가가 급락했지만 이미 상당 부분 시장에 반영된 상태라 유가로 인한 하락 효과는 미미할 것으로 판단됨.
Unknown Date,080924_대우증권_1.txt,8,다 만 현재 펀더먼텔 장세는 아니지만 미 주택가격지수가 여전히 안좋은 모습을 보여 중장기적으로 금리가 하락할 것이라는 전망에 더 힘 을 실어줌.
Unknown Date,080925_대우증권_1.txt,1,국고채 3년 만기와 5년 만기 금리는 각각 3bp씩 상승한 591% 594%로 마감 .
Unknown Date,080925_대우증권_1.txt,2,주 초반의 단기 급등에 따른 되돌림으로 채권시장은 강세로 출발.
Unknown Date,080925_대우증권_1.txt,3,기획재정부가 외국환 평형기금을 통한 스왑시장 직접 개입을 적극 검 토하고 있다는 소식도 채권 매수세에 힘을 보탬.
Unknown Date,080925_대우증권_1.txt,4,여기에 오전부터 정부 개입물량이 관측되는 가운데 스왑베이시스가 큰 폭으로 상승.
Unknown Date,080925_대우증권_1.txt,5,그 러나 견조함 흐름을 이어가던 장세는 장 막판 두산엔진 한국투자 금융지주 등의 회사채가 민평사보다 과도하게 높은 수준 으로 거래됐다는 소식이 전해지면서 약세로 반전.
Unknown Date,080925_대우증권_1.txt,6,전반적인 증권사 유동성 상황에 대한 시장 불안감은 여전해 금리는 장중 하락세를 모 두 반납하고 오히려 소폭 상승 마감.
Unknown Date,080925_대우증권_1.txt,7,전일도 미 구제금융안의 의회 통과가 지연되며 신용위기 가능성이 부각돼 단기 국채 수익률이 하락.
Unknown Date,080925_대우증권_1.txt,8,미 대선을 앞둔 시기라 의회의 정치 적 부담이 가중돼 주내 통과 여부가 불확실해지고 있고 국내도 미국발 신용위기 영향으로 우려기업에 대한 신용창출을 꺼리고 있음.
Unknown Date,080925_대우증권_1.txt,9,그 러나 증권사 유동성에 대한 시장의 우려는 과도한 측면이 있고 국고채 3년물의 경우 59% 내외의 금리는 중장기적 관점에서 볼 때 매 수할 만한 영역이라고 판단.
Unknown Date,080926_대우증권_1.txt,1,국고채 3년 만기와 5년 만기 금리는 각각 2bp씩 상승한 593% 596%로 마감 .
Unknown Date,080926_대우증권_1.txt,2,증권사 유동성에 관한 막연한 우려와 회사채 시장에 대한 불안감이 여전히 채권 시장을 짓누르며 금리는 상승 출발.
Unknown Date,080926_대우증권_1.txt,3,한국가스공사와 중 소기업진흥공단 한국철도시설공단 채권이 모두 유찰되는 등 크레딧 시장 전체에 대한 불신감이 팽배해 있어 한은이 RP 매각액을 줄여 유동성을 공급했는데도 약세흐름을 바꿀 수는 없었음.
Unknown Date,080926_대우증권_1.txt,4,국고채나 통안채의 경우 금리가 상승하면서 저가매수세가 유입되곤 했으나 은행 채를 위시한 크레딧물은 거래가 부진하거나 높은 금리에서 거래되는 등 상대적으로 양극화되는 모습 전개.
Unknown Date,080926_대우증권_1.txt,5,장 후반 한은의 직매입 루머 가 시장에 퍼지며 숏커버가 급격히 들어오자 상승폭 일부 반납하며 마감.
Unknown Date,080926_대우증권_1.txt,6,한편 잠잠하던 CD금리가 1bp 상승해 실물경제에 대한 우려를 더하고 있음.
Unknown Date,080926_대우증권_1.txt,7,전일 미 채권시장에서는 정부의 구제금융안이 예상보다 빠른 시기에 통과될 것이란 기대로 안전자산 선호현상이 약화돼 금리 급등.
Unknown Date,080926_대우증권_1.txt,8,이로 인해 글로벌 신용경색이 다소 완화될 것으로 기대됨.
Unknown Date,080926_대우증권_1.txt,9,여기에 국고채 발행량을 17조에서 13조로 4조원 줄이고 바이백을 조기실시한다 는 정부 발표는 국고채 시장에 활기를 띠게 할 것으로 판단.
Unknown Date,080926_대우증권_1.txt,10,다만 크레딧 시장에 대한 불안감은 쉽사리 가라앉지 않아 스프레드가 더욱 벌어질 가능성도 배제할 수 없음.
Unknown Date,080929_대우증권_1.txt,1,국고채 3년 만기와 5년 만기 금리는 각각 8bp씩 상승한 601% 604%로 마감 .
Unknown Date,080929_대우증권_1.txt,2,재정부의 국고채 발행량 감소와 바이백 조기실시 발표로 장 초반 국고채 금리는 소폭 하락.
Unknown Date,080929_대우증권_1.txt,3,국제금융국장이 10월 중순까지 외국환평형 기금을 활용해 스왑시장에 100억 달러 이상 개입할 계획을 밝힌 것도 시장 강세에 일조.
Unknown Date,080929_대우증권_1.txt,4,그러나 전일대비 5bp 높은 수준에서 거래되던 은행채가 오후 들어 20bp까지 매도호가가 상승하고 회사채 금리가 급등하는 등 크레딧 시장의 불안감은 여전했고 국고채 시장에도 영 향을 미쳐 상승 반전.
Unknown Date,080929_대우증권_1.txt,5,반면 IRS 금리는 보합수준을 유지해 본드스왑스프레드 역전폭은 더욱 확대돼 증권사 등의 은행채 매수-IRS 페이 포지션 손절 가능성이 제기되면서 매수심리는 더욱 위축.
Unknown Date,080929_대우증권_1.txt,6,주말 사이 미 정부의 구제금융안이 의회에서 잠정 합의되었고 금일 중으로 의회 결의를 거쳐 통과될 것이라는 소식이 전해짐.
Unknown Date,080929_대우증권_1.txt,7,이로 인 해 장기적 효과는 아직 불확실하지만 최소한 단기적으로나마 달러 유동성 개선 효과가 기대됨.
Unknown Date,080929_대우증권_1.txt,8,국내 유동성 문제가 여전하다 해도 정 부와 한은이 대책마련에 고심하고 있어 정책적 대응이 기대된다는 점과 그 동안 국내 채권시장을 옥죄었던 한 요소가 개선되었다는 점에 서 시장에 긍정적일 것으로 판단.
Unknown Date,080930_대우증권_1.txt,1,국고채 3년 만기와 5년 만기 금리는 각각 3bp씩 하락한 598% 601%로 마감.
Unknown Date,080930_대우증권_1.txt,2,장 초반 채권시장은 미 구제금융 안이 잠정 합의된 가운데서도 불확실한 요인에 대한 부담으로 보합권에서 등락.
Unknown Date,080930_대우증권_1.txt,3,그러나 국내 금융기관 들이 분기말 월말을 앞두고 보수적인 스탠스를 유지하고 있는데다 환율이 급등하면서 금리는 급등하기 시작.
Unknown Date,080930_대우증권_1.txt,4,은행채와 회사채 투매에서 비롯된 경계심리에서 좀처럼 벗어나지 못한데다 한국도로공사 6년물 1500억원 입찰이 전액 유찰되며 불안심리는 확산.
Unknown Date,080930_대우증권_1.txt,5,한은이 통안채 입찰을 안할 정도로 시중의 유동성을 풍부하게 해 주는데도 자금 회전이 잘 되지 않는 상황.
Unknown Date,080930_대우증권_1.txt,6,하지만 장 후반 노동부가 채권형 펀드 환매 를 연기하기로 하고 정부 개입으로 환율이 다소 하락한데다 월말지표가 채권시장에 우호적일 것이란 인식이 확산되며 국고채 금리는 하 락.
Unknown Date,080930_대우증권_1.txt,7,반면 CD금리는 계속해서 상승 중이고 회사채 금리는 전일도 급등하는 등 신용스프레드는 더욱 확대.
Unknown Date,080930_대우증권_1.txt,8,전일 미 구제금융안 의회 부결로 미 증시는 폭락하고 안전자산인 국채 가격은 급등.
Unknown Date,080930_대우증권_1.txt,9,이로 인해 금일 국내 증시와 채권시장도 피해를 면 치 못할 것으로 예상되고 산업생산이나 경기선행지수가 채권시장에 우호적이라 하더라도 경상수지 부문에서 악재가 터진다면 거기에 더 영향을 받을 것으로 전망.
Unknown Date,080930_대우증권_1.txt,10,전반적인 약세 분위기 속에 유동성 확보를 위해 외국인들이 국내 시장을 이탈할 지 여부에 주목하면서 리 스크 관리에 치중해야 할 것으로 판단.
Unknown Date,081001_대우증권_1.txt,1,글로벌 금융시장은 대공황 이후 최악의 위기 상황이다.
Unknown Date,081001_대우증권_1.txt,2,현재 생존해 있는 사람 중에는 아무도 경험하 지 못했던 일들이 벌어지고 있다.
Unknown Date,081001_대우증권_1.txt,3,당연히 미래는 극도로 불확실하고 불투명하며 불안감과 위기의식 이 팽배하다.
Unknown Date,081001_대우증권_1.txt,4,이러한 상황에서 예비적 목적의 화폐수요는 급증하기 마련이다.
Unknown Date,081001_대우증권_1.txt,5,극단적인 유동성 선호 인 셈인데 이는 곧 신용경색으로 연결된다.
Unknown Date,081001_대우증권_1.txt,6,미국과 같은 시스템 붕괴 차원은 아니지만 한국도 일면 유사한 상황이 전개 중이다.
Unknown Date,081001_대우증권_1.txt,7,대외 충격으로 외화 유동성이 심각하게 부족한 상태이며 금융 변수들의 변동성은 사상 최고에 달하고 있다.
Unknown Date,081001_대우증권_1.txt,8,실물경 기는 예상보다 빠르게 악화되고 있는데 특히 건설/중소/SOHO등의 신용 리스크가 급등하면서 실 물-금융간 신용경색이 심화되고 있다.
Unknown Date,081001_대우증권_1.txt,9,더욱이 최근에는 금융시장 내부에서도 유동성/신용 경색이 나타나고 있다.
Unknown Date,081001_대우증권_1.txt,10,우선은 시장으로부터 자 산 건전성을 인증 받고 한편으로는 향후 발생 가능한 만일의 사태에 대비하기 위해 유동성 선호가 심화되고 있다.
Unknown Date,081001_대우증권_1.txt,11,그 과정에서 수신 기능도 마땅치 않고 중앙은행의 지원도 받을 수 없는 증권사들이 일부 자산 매각을 통해 유동성을 보강하기도 하였다.
Unknown Date,081001_대우증권_1.txt,12,사실 증권사 신용 리스크는 과장된 측면이 있다.
Unknown Date,081001_대우증권_1.txt,13,미국식 IB 모델도 아닐 뿐더러 건설업 등에 대한 신용 익스포져도 위험스러운 수준은 아니다.
Unknown Date,081001_대우증권_1.txt,14,생각 컨대 최근 일부 2금융권의 자금난은 그것이 반드시 신용 리스크의 반영이라기 보다는 극단적인 유 동성 선호 국면에서의 반사적 피해 측면이 우세하다고 판단한다.
Unknown Date,081001_대우증권_1.txt,15,그리고 그 피해는 일정부분 은행권 으로 불똥이 튀었는데 그것의 단적인 양상이 은행채 스프레드의 급반등일 것이다.
Unknown Date,081001_대우증권_1.txt,16,금융권내 지배적인 리스크가 신용이냐 유동성이냐의 문제는 작지 않은 의미를 갖는다.
Unknown Date,081001_대우증권_1.txt,17,만일 일부 금 융회사가 건설 익스포져 등으로 인해 정말로 신용 리스크가 크게 확대되는 상황이라면 금융시장은 매우 혼란한 시간을 상당기간 겪어야 할 것이다.
Unknown Date,081001_대우증권_1.txt,18,금리도 급등할 수 있는데 그들이 보유하고 있는 채 권들의 매각이 급증할 수 있기 때문이다.
Unknown Date,081001_대우증권_1.txt,19,반면 유동성 리스크의 성격이 크다면 그리고 지금처럼 근 근히 대응해 나갈 수 있다면 금리는 결국에는 다시 빠지게 될 것이다.
Unknown Date,081001_대우증권_1.txt,20,단기간 유동성이 급격히 선호되는 과정에서 신용경색이 수반되고 그 충격은 실물경제로 증폭되어 간 다.
Unknown Date,081001_대우증권_1.txt,21,시간이 지나면서 금융권의 유동성 선호는 점차 충족되어 가겠지만 그것이 곧 실물경제에 대한 신용재개를 뜻하는 것은 물론 아니다.
Unknown Date,081001_대우증권_1.txt,22,금융-실물간 신용위축은 내수위축을 더욱 가속화시킬 것이고 정책은 그에 대한 대응을 요구받게 될 것이다.
Unknown Date,081001_대우증권_1.txt,23,미국식의 공적 구조조정이 아닌 한 금융경색 해결은 주로 통화정책의 몫일 게다.
Unknown Date,081001_대우증권_1.txt,24,극단적인 유동성 선호는 마무리되어 가는데 그간 쌓아 놓은 유동성은 풍부해진다면 다음 수순은 유 동성의 영역 넓히기 과정일 것이다.
Unknown Date,081001_대우증권_1.txt,25,즉 현금에 가까운 채권부터 사들여갈 것이라는 얘기다.
Unknown Date,081001_대우증권_1.txt,26,조기 금 리인하 기대감이 확산될 때에는 국고채 3~5년 지표물 중심으로 반면 조금 더 기다려야 될 것 같은 상황에서는 안전하면서도 레벨이 높은 통안채 영역을 추천한다.
Unknown Date,081001_대우증권_1.txt,27,은행채는 절대 레벨을 추구하는 매 수세에게는 나쁘지 않지만 그러한 입장이 아니라면 국공채 중심의 랠리가 끝나갈 무렵 고민해도 늦 지 않다는 판단이다.
Unknown Date,081001_대우증권_2.txt,1,국고채 3년 만기 금리는 24bp 하락한 574% 5년 만기 금리는 26bp 하락한 575%로 마감.
Unknown Date,081001_대우증권_2.txt,2,미 구제금융안이 부결되면서 금리는 급등 출발.
Unknown Date,081001_대우증권_2.txt,3,그러나 시기의 문제일 뿐 결국엔 구제법안이 통과될 것이란 인식이 확산되며 저가 매수 세가 유입되자 금리는 이내 보합권으로 복귀.
Unknown Date,081001_대우증권_2.txt,4,정부가 금융시장 안정을 위해 모든 노력을 강구하겠다고 밝힌 후 한은 총재가 서별관 회의 에 참석했다는 사실이 확인되자 기준금리 인하 가능성이 싹트며 낙폭은 더욱 확대.
Unknown Date,081001_대우증권_2.txt,5,오후 들어서는 산업생산이 전년비 19% 증가에 그치 고 선행지수가 전년동월비 를 기록하면서 경기 둔화가 본격화되고 있음을 확인.
Unknown Date,081001_대우증권_2.txt,6,여기에 FRB의 연방금리 인하설도 대두되자 인하 기 대감은 더욱 커져 가파르게 하락.
Unknown Date,081001_대우증권_2.txt,7,한편 CD금리는 전일도 1bp 상승해 우려감을 키우고 있음.
Unknown Date,081001_대우증권_2.txt,8,구제금융안이 일부 수정을 거쳐 조만간 하원에서 통과될 것이란 전망이 부각돼 미 금융시장은 전일에 비해 안정을 찾아가는 듯함.
Unknown Date,081001_대우증권_2.txt,9,그러 나 Libor 금리는 연일 상승 중이어서 신용경색이 아직 해소되지 않고 있음을 확인.
Unknown Date,081001_대우증권_2.txt,10,국내에서도 전일 선물 가격 상승폭이 컸던 만큼 현물 채권 거래가 많지 않았다는 점을 감안할 때 여전히 리스크 관리에 신경쓸 필요가 있다고 판단.
Unknown Date,081002_대우증권_1.txt,1,국고채 3년 만기 금리는 1bp 상승한 575% 5년 만기 금리는 2bp 상승한 577%로 마감.
Unknown Date,081002_대우증권_1.txt,2,단기 급락에 대한 되돌림으로 금리는 소폭 상승 출발.
Unknown Date,081002_대우증권_1.txt,3,오전 입찰된 5년물 예보상환기금채가 민평대비 13bp 높은 연 66%에 낙찰되자 상승폭이 확대되기도 했으나 대기 매수세가 견고해 이내 약보합권으로 복귀.
Unknown Date,081002_대우증권_1.txt,4,그러나 9월 근원 소비자 물가 지수가 51%를 나타내자 물 가에 부담이 되면서 기준금리 인하 기대는 다소 낮아지며 금리 상승.
Unknown Date,081002_대우증권_1.txt,5,장 후반 무디스가 국내 4대 은행 재무건전성 전망을 하향 조정한 것도 상승세에 일조했지만 글로벌 신용위기가 경기에 미치는 악영향이 더 클 것이란 판단하에 추격매도로까지 이어지지는 않았음.
Unknown Date,081002_대우증권_1.txt,6,오히 려 장 후반 저가 매수세가 유입되며 금리는 소폭 상승한 데 그침.
Unknown Date,081002_대우증권_1.txt,7,한편 시중에 CD 경과물이 쏟아지며 CD 금리는 전일도 2bp 상승해 585%로 마감.
Unknown Date,081002_대우증권_1.txt,8,전일 ISM 제조업 지수는 435로 2001년 10월 이후 최저 수준 나타냄.
Unknown Date,081002_대우증권_1.txt,9,은행 및 금융시스템 때문에 발생한 신용위기가 실물경제에 영향 을 미치기 시작한 것으로 보임.
Unknown Date,081002_대우증권_1.txt,10,근원 CPI가 현재 높은 수준이긴 하지만 점점 인플레이션 보다는 경기로 관심이 쏠리고 있어 금리 상단 에 강한 경직성이 있을 것으로 판단.
Unknown Date,081002_대우증권_1.txt,11,당장 기준금리 인하는 쉽지 않아 보이지만 연내 인하 가능성이 높아지면서 하락 추세라는 큰 흐름 은 이어질 듯.
Unknown Date,081002_대우증권_1.txt,12,하지만 현재 유동성 문제가 불거지고 있는 시점에서 당분간 관망세가 이어질 전망.
Unknown Date,081006_대우증권_1.txt,1,국고채 3년 만기와 5년 만기 금리는 각각 5bp씩 하락한 570% 572%로 마감.
Unknown Date,081006_대우증권_1.txt,2,미 경제지표 악화로 경기 우려가 더욱 깊어지며 금리는 강보합권에서 출발.
Unknown Date,081006_대우증권_1.txt,3,오전 중 구제금융안이 상원을 통과하였으나 대부분 선반영된 상태였고 오히려 달러 유동성 문제가 개선될 기미를 보이지 않은 채 환율이 급등한 것이 채권시장에 다소 부담으로 작용.
Unknown Date,081006_대우증권_1.txt,4,그러나 인플 레이션보다는 경기 둔화쪽으로 무게 중심이 쏠리며 큰 영향을 받지는 않았음.
Unknown Date,081006_대우증권_1.txt,5,예금보험공사채 5년물이 민평보다 8bp 높은 수준에서 낙 찰 되고 CD 금리 상승이 이어진 가운데 국고채 바이백 물량은 무난히 진행되는 등 유동성 선호 현상은 지속되는 모습.
Unknown Date,081006_대우증권_1.txt,6,장 막판까지 보 합권에서 유지되던 금리는 주말 사이 미 구제금융안이 통과될 가능성이 높고 고용지표 악화가 예상되자 숏 커버링이 활발히 이루어져 금리는 하락 마감.
Unknown Date,081006_대우증권_1.txt,7,미 구제금융안 통과에도 불구하고 당장 실물경제 개선이 일어나기 힘들다는 인식이 확산되며 미 국채수익률은 하락.
Unknown Date,081006_대우증권_1.txt,8,정부가 100억 달러 규모로 스왑시장에 개입하고 50억 달러를 수출입 은행을 통해 공급하고 있긴 하지만 글로벌 신용경색이 해결되지 않는 이상 국내 달러 유동성 문제가 갑작스레 해결되기는 쉽지 않아 보임.
Unknown Date,081006_대우증권_1.txt,9,달러 유동성과 은행 리스크가 얽혀 있고 또 은행채과 전체 신용 리스크가 얽혀 있 어 당분간 신용스프레드는 높은 수준을 계속 유지될 것으로 전망.
Unknown Date,081006_대우증권_1.txt,10,따라서 신용물 기피현상이 이어진다면 국고채와 통화채의 매수세가 커 질수 있어 국고채 시장의 강세는 이번 주도 지속될 것으로 판단됨.
Unknown Date,081007_대우증권_1.txt,1,국고채 3년 만기와 5년 만기 금리는 각각 7bp씩 상승한 577% 579%로 마감.
Unknown Date,081007_대우증권_1.txt,2,장 초반 금리는 환율 급등에도 불구하고 경기 둔화 가속화로 통화정책이 완화될 수 있다는 전망이 확산되며 소폭 하락 출발.
Unknown Date,081007_대우증권_1.txt,3,그러나 한 때 환율이 1300원에 다가서는 등 상승폭을 확대하고 아이슬랜드가 북유럽 국가들로부터 금융지원을 받기 위한 협상을 진행 중이라는 소식이 전해지면서 급등하기 시작.
Unknown Date,081007_대우증권_1.txt,4,CD 금리 상승세가 이어지고 통안채와 국고채 입찰에 따른 국채선물 매도 헤지 물량이 쏟아진 것도 금리 상승에 일조.
Unknown Date,081007_대우증권_1.txt,5,하지만 58% 초반대에서 강한 지지를 받으며 상승은 제한 되는 모습이 연출되었고 시간이 흐르면서 금리 상승이 과 도했다는 인식과 환율 상승폭이 다소 줄어든 영향으로 금리 역시 상승폭 줄어들며 마감.
Unknown Date,081007_대우증권_1.txt,6,그러나 은행채와 회사채의 거래 부진은 지속.
Unknown Date,081007_대우증권_1.txt,7,아시아 증시가 급락한 데 이어 유럽 증시 역시 7% 이상 폭락세를 나타낸데다 미 증시 역시 약세를 면치 못했음.
Unknown Date,081007_대우증권_1.txt,8,미 신용위기가 유럽으 로 확산되며 선진 시장의 경기 후퇴 우려는 점증.
Unknown Date,081007_대우증권_1.txt,9,각국은 은행 예금 보험 유동성 공급 확대 구제금융 등으로 대처하고 있지만 한번 무 너진 시장의 신뢰는 쉽사리 해결 될 것 같지 않아 보임.
Unknown Date,081007_대우증권_1.txt,10,안전자산 선호 현상으로 미 국채가격은 급등했지만 LIBOR 금리 및 TED 스프레 드는 오히려 확대돼 자금시장 경색은 여전.
Unknown Date,081007_대우증권_1.txt,11,FOMC 에서 기준금리 인하 기대는 더욱 커지고 있는 가운데 국내 역시 금통위에서 통화정책 을 완화할 것이라는 기대가 강화되고 있음.
Unknown Date,081007_대우증권_1.txt,12,하지만 자금 시장 경색 등 유동성 선호 현상이 극대화되고 있는 상황에서 아직은 공격적 운 용보다는 리스크 관리에 힘써야 할 것으로 판단.
Unknown Date,081008_대우증권_1.txt,1,국고채 3년 만기와 5년 만기 금리는 각각 17bp씩 하락한 560% 562%로 마감.
Unknown Date,081008_대우증권_1.txt,2,금융위기 확산으로 환율이 폭등한 데 영향을 받으며 금리는 소폭 상승 출발.
Unknown Date,081008_대우증권_1.txt,3,그러나 위기가 고조될수록 금리 인하 기대감은 커지며 이내 하락 반전.
Unknown Date,081008_대우증권_1.txt,4,FRB 및 ECB BOE 중국인민은행의 금리 인하 가능성이 높아졌을 뿐더러 점심 무렵에는 호주에서 기준금리를 100bp나 인하했다는 소식이 전해지자 채권시장은 강한 랠리를 보였음.
Unknown Date,081008_대우증권_1.txt,5,글로벌 금리 인하 추세 속에서 신용경색 문제가 조기에 완화될 것이라는 기대감과 한은의 금리 인하 동참 가능성이 높다고 판단했기 때문.
Unknown Date,081008_대우증권_1.txt,6,결국 국고채 금리는 17bp 하락 마감했지만 CD금리는 4bp 나 상승하고 일부 공사채가 유찰되는 등 크레딧물의 부진은 지속.
Unknown Date,081008_대우증권_1.txt,7,FRB가 자금시장 경색을 막기 위해 CP를 직매입할 것이라고 발표했지만 쉽사리 해결되기는 어려울 듯함.
Unknown Date,081008_대우증권_1.txt,8,게다가 전일 S&P의 일부 은 행에 대한 등급전망 하향과 은행 리스크 강조는 신용채권의 상황을 더욱 어렵게 할 수 있음.
Unknown Date,081008_대우증권_1.txt,9,CD 금리 상승세와 환율 급등이 지속되고 있 고 금통위의 금리 인하가 아직은 불확실한 상황에서 국고채 금리가 추가 하락할 여지는 많지 않다고 판단됨.
Unknown Date,081009_대우증권_1.txt,1,국고채 3년 만기와 5년 만기 금리는 각각 1bp씩 상승한 561% 563%로 마감.
Unknown Date,081009_대우증권_1.txt,2,글로벌 금리 인하 기조 속에 통화정책 완화에 대한 기대감으로 금리는 하락 출발.
Unknown Date,081009_대우증권_1.txt,3,FRB에서 금리인하 가능성을 시사한데다 홍콩이 기준 금리를 100bp 인하했다는 소식이 들리자 낙폭은 확대.
Unknown Date,081009_대우증권_1.txt,4,그러나 덴마크가 환율 방어를 목적으로 기준금리를 인상한데다 한은 내부에서 금 리인하에 대한 회의를 보이는 견해를 드러내자 낙폭은 축소.
Unknown Date,081009_대우증권_1.txt,5,한때 환율이 1400원선 근처까지 치솟은 것도 금리 인하 기대를 낮춰 결국 금리는 보합권까지 복귀.
Unknown Date,081009_대우증권_1.txt,6,전일 미국을 비롯한 6개국이 전격적으로 금리를 인하하고 일본은 이를 지지하는 성명을 발표.
Unknown Date,081009_대우증권_1.txt,7,중국도 이에 동참해 27bp 인하.
Unknown Date,081009_대우증권_1.txt,8,하지만 증시는 여전히 하락세를 보였고 아직까지 자금시장 역시 크게 개선되는 모습을 보이지 않고 있음.
Unknown Date,081009_대우증권_1.txt,9,금일 금통위가 열리는 가운데 글로 벌 금리 인하 공조로 인해 금리 인하에 대한 환율 부담을 덜어 가능성은 크게 확대.
Unknown Date,081010_대우증권_1.txt,1,국고채 3년 만기 금리는 28bp 하락한 533% 5년 만기 금리는 29bp 하락한 534%로 마감.
Unknown Date,081010_대우증권_1.txt,2,전일 주요국들의 글로벌 금리 인하 공조 영향으로 금통위의 기준금리 인하 기대가 높아지며 금리는 하락 출발.
Unknown Date,081010_대우증권_1.txt,3,장 시작한지 얼마 후 대 만에서도 25bp 인상했다는 소식이 들려오고 금통위 회의가 예상외로 길어지자 인하 기대는 더욱 높아지며 금리는 급락.
Unknown Date,081010_대우증권_1.txt,4,결국 25bp 인 하로 귀결되고 이어지는 한은 총재의 발언에서도 추가 인하 가능성이 점쳐지며 전반적인 채권시장 랠리는 이어짐.
Unknown Date,081010_대우증권_1.txt,5,환율까지 정부 및 삼 성전자를 비롯한 수출 기업들의 매도세로 급락해 한때 선물 가격이 원빅 이상 상승하기도 했고 국고채 지표물을 중심으로 하락세가 진 행.
Unknown Date,081010_대우증권_1.txt,6,아시아권의 글로벌 금리 인하 공조에도 불구하고 또다시 유럽 및 미국 증시는 급락.
Unknown Date,081010_대우증권_1.txt,7,특히 리보 금리가 사상 최고치를 기록하며 신용 경 색 현상이 계속되고 있고 자동차 판매 실적 감소로 GM의 주가가 폭락하고 신용등급 전망도 하락하는 등 실물 경제 둔화세가 본격화됨.
Unknown Date,081010_대우증권_1.txt,8,이로 인해 국내 자금 시장 경색도 지속될 수 있어 크레딧물의 상황이 더욱 악화되었음.
Unknown Date,081010_대우증권_1.txt,9,국고채 금리 역시 전일 급락에 대한 반작용과 신 용채권 금리 상승의 영향을 받지 않을 수 없을 것으로 판단.
Unknown Date,081010_대우증권_2.txt,1,환율 부담에도 불구하고 이번에 내림으로써 4분기 중 연이은 금리인하 가능성이 높아졌다.
Unknown Date,081010_대우증권_2.txt,2,향후 상당기간 경기둔화 및 금융불안 이 이어질 것으로 보이는데 당장 11월에도 환율이 불안하더라도 인하를 주저할 논리가 사라진 셈이기 때문이다.
Unknown Date,081010_대우증권_2.txt,3,내년 1분기 말 정책금리는 425%일 것으로 예상하며 내년 중 인상으로의 전환은 없을 전망이다.
Unknown Date,081010_대우증권_2.txt,4,한은이 물가 리스크를 경기 리스크 아래로 보면서 완화기조로 급반전함에 따라 시장 입장에서는 기존 의 경기요인 외에 물가 및 정책 요인 마저도 급작스럽게 금리 우호적 재료로 전환되고 있다.
Unknown Date,081010_대우증권_2.txt,5,향후 일시적인 수급 요인들로 인해 등락이 있을 수도 있겠지만 기본적으로는 진정한 랠리 국면이 전개되기 시작했다고 판단한다.
Unknown Date,081013_대우증권_1.txt,1,국고채 3년 만기 금리는 10bp 하락한 523% 5년 만기 금리는 9bp 하락한 525%로 마감.
Unknown Date,081013_대우증권_1.txt,2,전일에 이어 추가 금리 인하 기대감으로 금리는 하락 출발.
Unknown Date,081013_대우증권_1.txt,3,하지만 환율 상승세가 이어지고 한때 1500원선에 근접하는 폭등세를 보이 자 금리는 보합권까지 복귀.
Unknown Date,081013_대우증권_1.txt,4,이에 정부가 외환시장 상세 거래내역을 일별로 보고하도록 하는 등 외환시장 감독을 강화하기로 하고 수출 업체들의 네고물량이 쏟아지자 환율은 급락.
Unknown Date,081013_대우증권_1.txt,5,결국 국고채 금리의 낙폭이 다시 커지며 10일 역시 지표물 강세는 지속됨.
Unknown Date,081013_대우증권_1.txt,6,그러나 은행채 공사채 회사채 등 신용채권의 불안심리는 더욱 확산돼 이들 금리는 오히려 상승.
Unknown Date,081013_대우증권_1.txt,7,CRS 1년 금리도 85bp나 하락하고 한때 1년물 스왑베 이시스가 525bp까지 확대되는 등 스왑시장도 여전히 불안한 상황.
Unknown Date,081013_대우증권_1.txt,8,전례없는 국제공조가 빛이 바래고 세계 증시는 폭락.
